     610000	     609910	     609910	   1980113	   7483304	   3768606	   8630595
     620000	     619905	     619905	   2102094	   7884376	   3977962	   8388073
     630000	     629902	     629902	   2038010	   7740359	   3810169	  10062631
     640000	     639906	     639906	   2009124	   7575264	   3606098	   6694580
     650000	     649905	     649905	   2127680	   7625457	   4000546	   9782567
     660000	     659904	     659904	   2050086	   7426771	   3749529	  10610470
     670000	     669915	     669915	   2177229	   7447662	   3792700	   9849339
     680000	     679911	     679911	   2064018	   6741657	   3709143	   8074510
     690000	     689897	     689897	   2099233	   7623021	   3881130	   8953336
     700000	     699889	     699889	   2216163	   7452629	   4040319	   9307019
     710000	     709887	     709887	   2231758	   7558846	   3718026	   8491065
     720000	     719867	     719867	   2203979	   7363248	   4129335	   8982495
     730000	     729880	     729880	   2108279	   7399065	   3868929	   6788281
     740000	     739877	     739877	   2110000	   7268498	   4125751	   8620278
     750000	     749872	     749872	   2099846	   6552702	   4112529	   8534385
     760000	     759891	     759891	   2167516	   6936128	   4116370	   8951110
     770000	     769853	     769853	   2156796	   7264885	   3950515	   8942207
     780000	     779856	     779856	   2134421	   7331835	   3870925	   8688931
     790000	     789857	     789857	   2173978	   7161941	   4279007	   8864437
     800000	     799863	     799863	   2132563	   7113522	   4241421	   8157287
     810000	     809850	     809850	   2157616	   6658551	   3883679	   7826215
     820000	     819853	     819853	   2092856	   6398962	   3864045	   8301917
     830000	     829842	     829842	   2248537	   7088904	   4146553	   8031317
     840000	     839807	     839807	   2257927	   6509022	   4028382	   8132736
     850000	     849839	     849839	   2145372	   6431532	   3943081	   8624249
     860000	     859829	     859829	   2248442	   6914895	   4287374	   8136218
     870000	     869833	     869833	   2308954	   6374879	   3897219	   6735706
     880000	     879836	     879836	   2203557	   6356417	   3827874	   6845906
     890000	     889827	     889827	   2235149	   6524713	   4218292	   8301316
     900000	     899809	     899809	   2289532	   6389594	   4285115	   7847098
     910000	     909807	     909807	   2196019	   6301350	   4351502	   7814924
     920000	     919826	     919826	   2264145	   6786901	   4410441	   8132571
     930000	     929783	     929783	   2280365	   6706396	   4377900	   8075173
     940000	     939801	     939801	   2183998	   6026405	   3998518	   7694821
     950000	     949815	     949815	   2283564	   6746869	   4385878	   7686074
     960000	     959803	     959803	   2190255	   6618288	   4290824	   7779117
     970000	     969779	     969779	   2196748	   6024228	   4006528	   7280420
     980000	     979790	     979790	   2257216	   6451449	   4130788	   7755240
     990000	     989768	     989768	   2271646	   6180263	   4167781	   5980456
